LP	Substancja	EAN	Nazwa	Postać	Dawka	Zawartość	Wskazania	Odpłatność	Dopłata
1642	Follitropinum alfa	05997001308493	Bemfola	roztwór do wstrzykiwań	225 j.m./0.375 ml	1 wstrzykiwacz po 0,375 ml	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli; 	ryczałt	26,41
1643	Follitropinum alfa	05997001308509	Bemfola	roztwór do wstrzykiwań	300 j.m./0.5 ml	1 wstrzykiwacz po 0,5 ml	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli; 	ryczałt	29,98
1644	Follitropinum alfa	05909990007257	Gonal-f	roztwór do wstrzykiwań we wkładzie do wstrzykiwacza półautomatycznego 	300 j.m. (IU)/0.5 ml (22 µg/0.5 ml)	1 wstrzykiwacz	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli; 	ryczałt	84,41
1645	Follitropinum alfa	05909990697304	Gonal-f	roztwór do wstrzykiwań w ampułko-strzykawce	75 j.m. (IU) (5.5 µg)	1 fiol. + 1 amp.-strz. z rozp.	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli; 	ryczałt	30,34
1646	Follitropinum alfa	05909990007240	Gonal-f	roztwór do wstrzykiwań we wkładzie do wstrzykiwacza półautomatycznego	900 j.m. (IU)/1.5 ml (66 µg/1.5 ml)	1 wstrzykiwacz	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli; 	ryczałt	221,74
1647	Follitropinum alfa	05909991088125	Ovaleap	roztwór do wstrzykiwań	300 j.m./0.5 ml	1 wkład 0,5ml + 10 igieł iniekcyjnych	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli; 	ryczałt	3,20
1648	Follitropinum alfa	05909991088149	Ovaleap	roztwór do wstrzykiwań	900 j.m./1.5 ml	1 wkład 1,5ml + 20 igieł iniekcyjnych	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli; 	ryczałt	3,20
1649	Follitropinum beta	05909990339754	Puregon	roztwór do wstrzykiwań	300 j.m.	1 wkł.	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; 	ryczałt	29,98
1650	Follitropinum beta	05909990339761	Puregon	roztwór do wstrzykiwań	600 j.m.	1 wkł.	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; 	ryczałt	44,24
1651	Formoteroli fumaras	07613421020934	Foradil	proszek do inhalacji w kaps. twardych	12 μg	180 szt.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	9,60
1652	Formoteroli fumaras	05909991109523	Foramed	proszek do inhalacji w kaps. twardych	12 µg/dawkę inhalacyjną	60 szt. (6 blist.po 10 szt.) + inh.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	5,41
1653	Formoteroli fumaras	05909990937981	Zafiron	proszek do inhalacji w kaps. twardych	12 µg	120 kaps.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	6,40
1654	Formoteroli fumaras dihydricus	05909990849000	Oxodil PPH	proszek do inhalacji w kaps. twardych	12 µg	60 kaps.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	6,48
1655	Formoterolum	05909990620777	Atimos	aerozol inhalacyjny, roztwór	12 µg/dawkę odmierzoną	1 szt. (1 poj.po 120 daw.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	12,08
1656	Formoterolum	05909990792924	Foradil	proszek do inhalacji w kaps. twardych	12 µg	60 szt. (6 blist.po 10 szt.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	5,97
1657	Formoterolum	05909991086602	Foramed	proszek do inhalacji w kaps. twardych	12 µg/dawkę inhalacyjną	120 szt.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	6,40
1658	Formoterolum	05909990614400	Forastmin	proszek do inhalacji w kaps. twardej	12 µg	60 szt. (1 but.po 60 szt.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	5,64
1659	Formoterolum	05909991218287	Forastmin	proszek do inhalacji w kapsułce twardej	12 μg	120 szt (2 but.po 60 szt.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	6,40
1660	Formoterolum	05909991218294	Forastmin	proszek do inhalacji w kapsułce twardej	12 μg	180 szt (3 but.po 60 szt.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	9,60
1661	Formoterolum	05909990337446	Formoterol Easyhaler	proszek do inhalacji	12 mcg	1 poj. (120 daw.) (+ op.ochr.)	Astma, przewlekła obturacyjna choroba płuc, eozynofilowe zapalenie oskrzeli; 	ryczałt	7,42
1662	Formoterolum	05909990445219	Oxis Turbuhaler	proszek do inhalacji	4.5 µg/dawkę	1 inh.po 60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	14,30
1663	Formoterolum	05909990445318	Oxis Turbuhaler	proszek do inhalacji	9 µg/dawkę	1 inh.po 60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	3,20
1664	Formoterolum	05909990996681	Oxodil PPH	proszek do inhalacji w kaps. twardych	12 µg	120 szt.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	6,40
1665	Formoterolum	05909990975914	Zafiron	proszek do inhalacji w kaps. twardych	12 µg	60 kaps. (6 blist.po 10 kaps.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	6,49
1666	Furaginum/Furazidinum	05909990357215	Furaginum Adamed	tabletki	50 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	2,73
1667	Furaginum/Furazidinum	05909991373238	Furaginum Teva	tabletki	100 mg	30 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	5,19
1668	Furaginum/Furazidinum	05909990988235	Furaginum Teva	tabletki	50 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	2,73
1669	Furaginum/Furazidinum	05909991304102	Furazek	tabletki	100 mg	30 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	5,20
1670	Furosemidum	05909990223794	Furosemidum Polfarmex	tabletki	40 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objawowe przerzuty w ośrodkowym układzie nerwowym - profilaktyka i leczenie wspomagające	ryczałt	3,22
1671	Furosemidum	05909990135028	Furosemidum Polpharma	tabletki	40 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objawowe przerzuty w ośrodkowym układzie nerwowym - profilaktyka i leczenie wspomagające	ryczałt	3,20
1672	Gabapentinum	05909990714322	Gabagamma 100	kapsułki twarde	100 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	4,56
1673	Gabapentinum	05909991331108	Gabapentin Aurovitas	kapsułki twarde	100 mg	100 szt.	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,42
1674	Gabapentinum	05909991331153	Gabapentin Aurovitas	kapsułki twarde	300 mg	100 szt.	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,20
1675	Gabapentinum	05909991331207	Gabapentin Aurovitas	kapsułki twarde	400 mg	100 szt.	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,20
1676	Gabapentinum	05909990339495	Gabapentin Teva	kapsułki twarde	100 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	9,66
1677	Gabapentinum	05909991425340	Gabapentin Teva	kapsułki twarde	300 mg	100 szt.	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,20
1678	Gabapentinum	05909990339709	Gabapentin Teva	kapsułki twarde	300 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,20
1679	Gabapentinum	05909990339600	Gabapentin Teva	kapsułki twarde	400 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,20
1680	Gabapentinum	05909990338542	Gabapentin Teva	tabletki powlekane	600 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,56
1681	Gabapentinum	05909990338658	Gabapentin Teva	tabletki powlekane	800 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	5,34
1682	Gabapentinum	05909990651535	Neuran 100	kapsułki twarde	100 mg	1 but.po 100 szt.	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	9,61
1683	Gabapentinum	05909990651566	Neuran 300	kapsułki twarde	300 mg	1 but.po 100 szt.	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,20
1684	Gabapentinum	05909990651603	Neuran 400	kapsułki twarde	400 mg	1 but.po 100 szt.	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,20
1685	Gabapentinum	05909990769216	Neurontin 100	kapsułki twarde	100 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	9,55
1686	Gabapentinum	05909990769315	Neurontin 300	kapsułki twarde	300 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	18,51
1687	Gabapentinum	05909990769414	Neurontin 400	kapsułki twarde	400 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	20,75
1688	Gabapentinum	05909991017422	Neurontin 600	tabletki powlekane	600 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	25,07
1689	Gabapentinum	05909991017521	Neurontin 800	tabletki powlekane	800 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	11,92
1690	Gabapentinum	05909990685554	Symleptic	kapsułki twarde	100 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	4,44
1691	Gabapentinum	05909990685561	Symleptic	kapsułki twarde	300 mg	100 szt. (10 blist.po 10 szt.)	Padaczka oporna na leczenie; ból inny niż określony w ChPL - leczenie wspomagające u chorych na nowotwory	ryczałt	3,20
1692	Ganirelixum	05909990880911	Orgalutran	roztwór do wstrzykiwań	0.25 mg	1 amp.-strz.	Zapobieganie przedwczesnej owulacji u pacjentek w wieku poniżej 40 roku życia, poddawanych kontrolowanej hiperstymulacji jajników – refundacja do 3 cykli; 	50%	62,60
1693	Gentamicinum	05909990095711	Gentamicin KRKA	roztwór do wstrzykiwań i infuzji	40 mg/ml	10 amp.po 1 ml	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	5,27
1694	Gentamicinum	05909990095728	Gentamicin KRKA	roztwór do wstrzykiwań i infuzji	40 mg/ml	10 amp.po 2 ml	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	9,59
1695	Gentamicinum	05909990092413	Gentamicin WZF 0.3%	krople do oczu, roztwór	3 mg/ml	1 but.po 5 ml	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	4,31
1696	Gliclazidum	05909991267155	Clazicon	tabl. o zmodyfikowanym uwalnianiu	30 mg	60 szt.	Cukrzyca; 	ryczałt	6,41
1697	Gliclazidum	05909991267162	Clazicon	tabl. o zmodyfikowanym uwalnianiu	60 mg	30 szt.	Cukrzyca; 	ryczałt	6,41
